user_id,R_Quartile,F_Quartile,M_Quartile
344590,2,5,5
344591,1,4,5
344650,2,2,1
344666,4,5,5
344691,5,3,3
344700,3,5,5
344748,3,4,2
344750,1,3,4
344777,2,5,5
344800,3,1,1
344803,2,4,5
344841,3,4,3
344854,5,1,1
344858,3,5,5
344865,5,2,3
344866,5,5,5
344870,5,3,3
344880,1,5,4
344883,2,1,2
344885,2,2,2
344892,2,1,2
344933,4,4,4
344934,3,5,5
344962,3,1,2
344967,2,4,4
344971,3,5,5
344982,2,4,2
344994,5,3,3
345016,2,1,3
345029,3,5,5
345049,3,1,1
345057,2,1,1
345065,3,2,1
345100,2,2,1
345102,5,3,3
345104,3,3,3
345127,2,3,1
345128,4,1,1
345139,2,2,2
345142,1,2,3
345160,5,5,4
345173,1,1,1
345192,4,5,5
345198,1,4,3
345230,1,2,3
345258,2,4,3
345266,3,5,4
345271,4,5,4
345275,5,4,4
345281,1,5,5
345287,5,4,4
345289,3,3,3
345292,4,5,5
345312,4,1,1
345328,5,1,2
345339,3,4,3
345382,4,5,5
345383,4,5,5
345390,1,3,1
345420,1,5,5
345449,2,1,2
345472,1,4,4
345481,2,1,3
345502,4,5,5
345511,5,1,1
345519,2,5,5
345529,2,5,5
345540,4,4,2
345550,5,5,5
345553,4,5,5
345557,3,4,3
345571,1,5,5
345577,5,3,4
345595,2,4,3
345611,2,5,4
345616,2,5,4
345627,4,5,5
345634,2,1,1
345636,1,3,2
345646,4,4,3
345683,4,3,3
345693,3,5,5
345697,2,4,4
345706,4,3,2
345711,5,3,1
345729,2,5,5
345738,1,4,4
345739,2,4,5
345769,1,4,3
345772,5,3,1
345778,2,5,4
345786,2,1,1
345796,4,3,4
345804,1,3,3
345805,5,1,1
345830,5,2,4
345842,4,2,1
345845,2,2,3
345869,5,2,1
345873,3,4,4
345889,5,5,4
345897,1,4,3
345905,5,5,4
345908,3,2,2
345921,3,3,4
345928,3,3,3
345940,5,5,5
345957,1,2,4
345970,3,5,5
345980,4,1,1
346008,3,2,2
346012,2,4,4
346018,4,5,5
346021,2,4,4
346041,5,4,4
346049,1,2,1
346059,4,4,5
346083,5,5,5
346099,4,4,4
346114,4,2,3
346155,4,5,5
346171,2,4,2
346172,1,5,5
346173,1,4,5
346180,4,1,2
346193,1,3,2
346196,2,2,2
346200,3,4,4
346202,3,2,1
346205,4,2,2
346222,2,3,4
346253,1,2,2
346272,2,3,2
346273,5,4,2
346279,1,2,3
346304,5,4,5
346306,1,4,4
346312,1,1,1
346332,3,3,4
346351,3,3,2
346355,4,4,5
346365,2,1,1
346379,3,5,5
346380,1,2,1
346384,5,5,5
346418,3,3,3
346428,3,3,4
346431,3,3,2
346447,2,4,3
346461,5,5,5
346483,2,4,3
346484,4,4,5
346555,4,3,3
346566,2,3,3
346603,5,1,1
346629,1,4,5
346672,1,2,3
346684,3,2,1
346703,4,4,4
346704,1,5,5
346706,4,4,4
346710,5,5,5
346717,5,5,4
346718,1,3,3
346735,1,2,2
346745,1,3,2
346746,2,4,2
346753,3,4,4
346757,5,5,4
346780,1,5,3
346781,2,2,2
346799,1,5,5
346811,2,2,2
346814,5,4,4
346817,5,3,4
346821,2,3,4
346865,2,2,1
346886,3,4,3
346903,2,3,3
346906,1,5,5
346922,3,4,4
346959,4,3,4
346971,5,5,5
346987,2,3,3
347016,3,3,4
347019,3,1,1
347020,1,2,2
347095,5,3,5
347110,3,1,1
347111,4,1,1
347121,3,1,2
347131,5,5,5
347135,5,2,4
347194,2,3,3
347200,4,3,3
347206,4,5,5
347215,2,2,1
347230,2,3,2
347233,2,4,4
347238,1,3,3
347259,1,2,2
347311,5,5,5
347343,3,5,5
347351,3,1,1
347378,3,1,2
347395,5,1,1
347398,2,3,3
347400,1,5,5
347426,2,1,1
347434,3,2,2
347453,4,4,4
347473,1,5,5
347474,3,5,5
347477,1,2,2
347483,1,5,5
347496,5,2,3
347511,5,3,4
347526,4,2,2
347560,1,2,4
347581,5,1,2
347583,4,3,2
347592,2,4,3
347612,1,5,5
347623,2,2,1
347629,4,2,2
347660,1,2,4
347661,1,2,2
347697,4,2,1
347702,2,2,2
347759,2,2,2
347767,2,5,5
347787,1,5,5
347792,5,4,4
347812,5,3,2
347814,3,2,1
347833,2,4,4
347841,4,2,2
347846,2,1,1
347849,2,1,2
347863,4,5,5
347871,4,4,4
347889,5,3,3
347890,1,5,5
347893,1,4,5
347894,4,3,3
347897,3,5,5
347915,1,1,1
347925,3,5,5
347940,2,2,2
347953,3,3,3
347963,4,1,2
347992,5,5,5
348000,4,5,5
348004,1,3,3
348006,4,2,3
348011,3,4,4
348014,4,2,2
348020,3,3,5
348022,3,1,1
348024,1,3,4
348026,3,3,1
348030,2,4,4
348063,1,4,5
348069,3,4,4
348074,1,5,5
348104,3,5,4
348131,1,4,4
348135,3,5,5
348140,4,2,2
348150,4,1,1
348181,1,1,1
348187,1,2,1
348190,3,1,1
348226,1,3,4
348234,4,1,1
348237,4,5,5
348248,4,4,2
348253,1,5,4
348275,1,5,5
348289,4,5,5
348310,4,5,5
348313,5,5,5
348351,3,1,1
348355,2,3,3
348364,1,3,4
348371,2,1,2
348374,5,2,4
348386,4,5,4
348417,3,1,2
348418,2,1,1
348419,3,2,3
348426,2,3,1
348466,3,3,4
348470,2,3,4
348492,4,5,5
348494,1,5,5
348505,1,4,4
348519,5,1,1
348525,5,4,4
348530,4,3,1
348574,3,1,2
348583,5,4,3
348590,3,5,5
348597,3,4,4
348641,2,4,5
348646,5,4,3
348649,3,4,3
348650,3,2,1
348659,4,4,3
348693,4,2,2
348697,2,5,5
348703,2,3,3
348706,2,3,1
348716,2,4,5
348791,5,3,4
348795,2,4,4
348796,2,5,5
348820,3,2,3
348827,3,3,4
348832,2,4,4
348833,4,4,5
348835,1,5,5
348840,4,5,5
348846,1,3,3
348853,4,4,4
348888,4,5,5
348907,4,4,5
348923,1,2,3
348924,4,3,2
348927,1,3,4
348929,1,1,1
348978,1,5,5
349014,5,5,5
349039,5,4,4
349076,2,3,4
349078,4,5,4
349106,3,4,3
349109,1,5,5
349111,3,3,2
349136,4,3,3
349140,5,5,4
349147,1,4,2
349166,5,3,3
349170,4,1,1
349174,4,5,5
349177,1,3,3
349206,4,4,3
349218,3,3,3
349222,3,4,4
349236,2,2,1
349239,4,3,2
349244,2,3,2
349250,2,3,2
349252,4,2,3
349261,2,3,4
349269,1,4,3
349277,4,4,3
349297,2,1,1
349357,4,3,3
349367,4,3,2
349373,3,2,2
349387,2,1,2
349388,2,3,4
349394,2,3,4
349398,4,2,2
349408,4,2,2
349410,2,2,4
349432,3,4,4
349443,1,1,2
349448,4,5,5
349464,1,1,1
349477,3,1,1
349492,3,5,5
349506,2,2,3
349514,2,3,4
349522,1,3,5
349535,3,3,4
349543,3,3,3
349555,3,4,4
349559,3,5,4
349563,3,4,4
349565,5,2,3
349569,5,5,5
349579,4,2,3
349600,4,3,4
349631,4,5,4
349640,1,1,1
349676,4,5,5
349693,2,1,3
349712,4,4,4
349719,2,3,4
349720,2,3,3
349725,4,5,5
349732,2,4,4
349739,5,5,4
349749,5,1,1
349776,2,2,2
349785,1,5,3
349796,2,1,1
349809,5,5,5
349815,1,1,1
349825,5,3,4
349831,2,3,3
349832,2,2,2
349836,3,2,3
349841,1,3,3
349849,2,5,5
349853,5,5,5
349870,2,2,2
349877,2,2,3
349908,3,1,1
349913,1,5,4
349924,2,2,3
349945,1,5,4
349982,5,5,5
349990,4,3,3
349992,1,5,5
349999,1,2,1
350031,5,3,5
350034,1,4,5
350051,5,5,5
350057,1,5,5
350071,3,5,5
350075,5,4,4
350076,5,4,2
350094,1,1,1
350135,2,2,2
350139,4,5,4
350141,1,5,5
350170,5,4,5
350220,2,2,2
350223,1,4,4
350228,1,1,1
350233,3,2,3
350242,1,5,5
350254,5,5,5
350266,1,5,5
350268,4,3,3
350269,1,5,5
350279,1,4,3
350289,4,5,5
350325,3,2,4
350353,2,4,3
350357,1,5,5
350358,2,4,4
350367,3,5,4
350374,4,5,5
350376,3,2,3
350392,2,2,1
350394,3,5,5
350398,3,5,4
350403,3,3,2
350437,1,2,2
350449,3,5,5
350464,2,1,1
350466,3,5,5
350468,4,3,3
350479,4,1,1
350537,1,5,5
350551,3,3,4
350579,1,4,4
350629,5,5,5
350652,2,4,4
350655,5,5,5
350657,3,5,5
350666,3,2,2
350674,2,2,2
350681,5,2,4
350692,2,2,2
350697,3,2,1
350717,1,5,5
350755,1,5,5
350756,5,3,4
350760,4,5,5
350771,5,4,3
350790,5,4,4
350802,1,4,5
350824,2,1,3
350849,2,1,1
350863,4,5,5
350875,2,4,5
350900,4,5,5
350902,4,5,5
350904,2,4,4
350913,1,2,4
350926,3,2,4
350927,2,5,5
350943,5,4,4
350951,5,5,5
350957,1,4,4
350958,5,5,5
350971,1,1,2
350975,1,5,4
350978,5,4,3
350990,5,3,2
350995,1,4,4
351006,4,3,3
351057,1,3,4
351078,5,2,4
351095,3,2,2
351144,4,3,2
351167,3,5,5
351177,4,1,2
351181,1,2,1
351196,4,2,3
351200,3,5,5
351220,3,1,1
351222,2,3,1
351243,5,4,4
351246,5,2,4
351261,2,4,4
351269,5,5,5
351272,4,2,3
351290,3,4,3
351299,2,3,4
351309,2,1,1
351314,5,3,3
351330,2,4,3
351337,1,3,3
351349,1,5,4
351369,4,5,5
351380,4,2,3
351406,4,2,2
351428,3,4,3
351459,4,5,5
351461,4,4,5
351471,3,3,4
351513,2,2,1
351522,2,1,2
351544,4,2,1
351549,1,4,5
351550,3,5,5
351561,4,1,1
351574,2,1,1
351578,1,1,1
351614,4,5,4
351621,3,2,1
351642,5,5,5
351654,1,2,5
351660,5,3,4
351663,5,4,4
351664,4,1,3
351668,3,5,5
351669,4,4,4
351694,3,4,4
351702,2,5,5
351705,4,1,2
351734,1,5,5
351745,1,2,1
351752,5,2,1
351755,1,4,4
351772,4,2,3
351792,5,2,2
351795,5,5,5
351806,2,3,4
351812,4,5,4
351821,5,3,2
351822,3,5,5
351869,1,4,5
351871,5,4,4
351886,4,2,3
351918,3,4,4
351922,3,2,2
351930,2,3,3
351955,2,2,2
351962,2,3,2
351965,3,5,5
351971,3,4,3
351986,4,1,3
351987,2,4,4
352001,1,2,2
352002,3,5,5
352022,2,2,4
352031,3,3,3
352090,2,4,3
352095,2,4,3
352116,3,3,3
352149,2,3,4
352151,3,2,2
352165,3,2,2
352178,1,2,3
352180,3,4,4
352185,1,3,4
352235,4,4,3
352248,1,5,5
352249,4,1,1
352251,3,4,4
352280,1,1,3
352332,1,3,3
352334,2,4,2
352345,3,2,1
352361,1,5,5
352368,5,3,4
352377,2,3,2
352378,1,4,4
352387,5,5,5
352401,3,5,5
352433,3,3,3
352461,2,3,3
352465,2,2,3
352503,2,1,2
352521,1,3,3
352537,1,5,5
352553,5,1,2
352565,2,4,4
352590,5,2,5
352591,3,1,1
352594,3,1,1
352613,2,2,1
352634,5,2,2
352636,4,2,2
352644,5,3,1
352672,5,4,5
352673,2,4,3
352718,2,1,1
352720,2,4,5
352733,1,3,2
352754,4,5,5
352755,2,2,4
352757,1,3,3
352775,4,4,4
352789,4,1,1
352862,1,2,2
352870,3,1,2
352876,4,5,5
352887,2,1,3
352901,1,2,1
352903,3,3,4
352918,2,5,5
352969,2,2,2
352980,1,5,5
352997,1,5,5
353010,2,1,1
353022,3,1,2
353023,1,2,1
353035,1,4,4
353053,4,1,5
353061,2,2,3
353065,2,2,1
353068,2,3,3
353083,3,2,3
353084,5,5,5
353095,2,5,5
353111,3,4,4
353120,5,4,3
353123,4,3,3
353124,1,2,3
353125,3,2,2
353127,4,5,4
353132,3,4,5
353167,5,5,5
353173,4,4,4
353197,1,5,5
353199,4,2,2
353211,2,4,4
353220,4,3,2
353229,4,3,3
353239,4,2,2
353240,1,2,2
353266,2,1,1
353281,1,2,1
353288,3,3,5
353312,5,5,5
353353,1,4,4
353374,3,4,5
353379,4,3,3
353380,5,4,3
353398,2,1,2
353403,4,3,2
353413,3,3,4
353422,4,1,1
353444,3,3,4
353463,4,1,2
353465,5,1,1
353482,3,3,3
353484,5,1,1
353504,4,5,5
353507,1,2,3
353531,5,4,4
353536,5,2,2
353542,1,1,2
353544,1,2,4
353551,4,4,5
353559,2,3,2
353570,5,5,5
353580,2,5,3
353588,3,2,2
353606,3,2,2
353619,4,3,3
353624,2,4,3
353633,3,3,1
353648,3,1,1
353670,2,3,3
353678,2,2,3
353710,1,3,2
353742,4,2,1
353743,3,5,5
353758,2,2,3
353776,4,3,4
353785,4,1,1
353794,3,5,4
353802,5,5,5
353809,3,5,5
353837,2,5,5
353846,1,4,4
353869,5,1,1
353898,1,4,4
353907,2,1,4
353917,3,5,4
353954,3,2,1
353972,4,2,3
353974,2,3,2
353975,4,4,3
353978,4,5,5
353997,3,4,4
353999,3,5,5
354028,1,5,5
354077,5,3,3
354098,5,3,4
354102,5,5,4
354103,4,3,2
354110,1,3,2
354111,2,5,5
354112,2,3,2
354124,2,4,5
354172,5,1,1
354174,5,5,4
354188,3,3,3
354213,5,2,1
354218,3,2,2
354235,5,5,3
354262,5,5,5
354289,2,3,3
354299,1,4,5
354304,4,5,5
354315,5,4,3
354324,5,2,2
354339,4,1,1
354346,2,1,1
354349,2,2,1
354372,5,5,4
354399,2,1,1
354423,3,1,1
354449,1,2,3
354458,2,2,3
354467,2,3,2
354481,3,5,5
354492,3,1,1
354493,2,2,1
354514,2,3,4
354520,3,5,5
354578,5,1,4
354614,2,5,5
354623,4,4,4
354624,2,3,5
354627,4,2,4
354650,3,3,3
354652,5,2,3
354657,4,5,5
354670,2,2,2
354685,1,2,3
354693,2,4,4
354704,5,4,3
354725,4,5,5
354735,5,5,5
354745,4,4,4
354760,5,4,3
354780,4,4,4
354785,4,4,4
354796,2,2,1
354806,3,2,1
354820,1,2,1
354831,5,1,1
354838,5,4,4
354843,1,5,5
354866,1,3,1
354914,2,2,1
354923,4,3,1
354939,3,2,3
354993,2,1,1
355000,4,5,4
355006,3,5,5
355007,1,1,2
355009,5,1,2
355020,2,2,2
355026,5,3,2
355030,2,1,1
355040,4,3,3
355081,1,5,5
355124,3,2,2
355134,2,3,2
355145,5,4,3
355149,5,2,1
355156,5,2,4
355164,3,3,2
355172,5,3,3
355174,3,5,4
355182,1,2,2
355185,2,2,3
355188,4,2,4
355198,1,2,2
355207,3,2,1
355214,3,4,2
355223,2,1,2
355263,4,4,4
355267,2,1,1
355273,3,4,4
355275,2,4,3
355289,1,3,3
355293,5,5,4
355296,4,4,4
355298,2,1,1
355302,2,2,1
355308,3,4,5
355309,3,5,5
355324,5,4,3
355336,5,5,4
355350,3,2,1
355352,5,5,5
355365,1,1,1
355393,3,2,3
355402,2,2,1
355417,3,4,3
355430,2,2,3
355438,5,3,3
355439,4,3,3
355462,3,5,5
355470,4,5,5
355480,3,5,5
355488,2,2,3
355528,5,4,3
355535,3,2,2
355536,5,1,2
355545,4,1,3
355553,3,2,2
355571,4,5,5
355583,2,1,1
355587,4,1,1
355589,2,3,2
355615,2,2,2
355621,1,1,2
355629,2,1,1
355656,4,1,1
355666,3,2,3
355687,4,5,5
355704,2,4,3
355749,3,3,3
355757,4,3,5
355803,2,3,2
355813,2,2,4
355816,1,3,3
355817,2,2,3
355824,4,2,3
355834,2,3,3
355838,3,2,3
355874,3,2,1
355908,5,2,4
355951,3,4,3
355954,5,3,4
355994,2,1,2
356006,2,5,5
356008,2,4,4
356009,3,4,4
356012,5,2,1
356013,1,3,3
356046,2,4,4
356063,3,1,2
356067,3,3,3
356087,1,5,5
356095,1,4,4
356116,5,1,2
356121,1,2,2
356124,2,2,1
356141,5,5,5
356148,3,1,4
356153,3,4,3
356157,5,5,5
356159,2,3,2
356210,1,4,5
356228,1,2,1
356229,5,5,5
356237,2,1,1
356266,3,4,5
356268,2,1,2
356300,4,2,1
356323,4,1,1
356356,2,3,4
356362,4,5,5
356363,1,2,1
356370,1,3,3
356377,4,5,5
356384,5,4,5
356395,3,5,5
356396,2,5,5
356402,4,2,2
356416,1,1,1
356423,1,5,5
356436,2,3,4
356452,3,5,5
356472,1,4,4
356474,4,4,5
356477,3,3,4
356509,3,3,2
356559,4,5,4
356611,3,3,3
356614,1,5,5
356644,5,4,4
356651,2,3,1
356670,4,5,5
356671,5,1,2
356690,3,5,5
356702,2,3,3
356711,2,2,1
356737,2,3,2
356740,1,4,5
356746,1,4,3
356767,3,3,2
356776,2,3,2
356798,2,1,1
356800,2,2,1
356813,4,4,2
356825,2,2,1
356836,4,2,4
356840,3,2,3
356844,4,5,5
356855,5,4,4
356901,4,1,1
356914,3,3,3
356921,4,5,5
356926,3,2,1
356930,2,1,1
356933,2,5,5
356934,4,3,4
356958,2,3,3
356980,5,2,5
357004,2,2,2
357036,2,2,2
357045,5,4,5
357046,1,4,4
357050,5,4,5
357067,3,5,5
357083,2,2,2
357098,3,5,4
357103,1,2,4
357119,2,1,1
357125,5,3,3
357142,3,4,3
357145,5,1,2
357150,3,1,1
357166,1,5,5
357170,2,3,2
357208,1,1,4
357227,4,4,3
357247,3,3,2
357258,4,4,4
357259,3,5,4
357269,1,2,2
357302,4,1,1
357320,2,5,5
357323,3,2,3
357327,1,4,4
357344,2,4,4
357355,2,1,2
357366,1,4,2
357375,3,2,2
357380,1,1,2
357389,5,4,4
357400,3,5,5
357429,2,4,4
357441,2,1,2
357442,2,4,4
357464,1,5,5
357496,3,1,1
357513,1,2,2
357516,5,2,2
357525,3,2,1
357568,5,4,4
357570,2,1,1
357573,4,4,4
357584,2,5,5
357592,4,2,1
357599,3,2,2
357618,2,3,3
357622,1,1,1
357641,4,4,3
357653,4,2,2
357655,2,4,3
357658,5,5,5
357669,3,4,4
357676,4,3,4
357678,4,4,2
357703,4,5,5
357706,2,3,3
357712,4,5,5
357721,3,3,2
357726,4,5,4
357727,2,5,4
357754,1,4,5
357785,3,2,1
357796,2,3,3
357821,2,5,5
357849,4,5,5
357860,2,3,3
357884,3,4,4
357901,1,5,5
357908,4,3,3
357911,4,4,4
357925,1,4,4
357947,3,3,2
357961,2,1,1
357964,2,2,3
357973,3,5,5
357980,2,2,1
357984,3,4,4
357989,3,4,4
358028,4,5,4
358041,4,3,3
358069,5,2,3
358098,1,2,1
358099,1,1,1
358101,1,3,2
358107,5,4,5
358110,2,1,1
358111,2,1,1
358118,3,1,2
358123,2,1,1
358126,3,1,2
358142,4,4,4
358167,4,5,4
358198,1,4,3
358224,4,4,4
358232,4,2,2
358240,1,2,3
358261,4,2,1
358266,2,5,4
358290,1,4,3
358309,1,4,3
358313,3,4,5
358314,4,1,1
358317,5,4,4
358318,3,4,4
358336,3,4,3
358346,3,3,2
358349,4,2,1
358352,2,4,4
358354,1,1,3
358376,1,3,3
358377,3,1,1
358388,2,5,5
358414,1,2,5
358430,2,1,1
358433,4,3,3
358434,3,5,4
358435,2,2,2
358447,3,5,5
358452,2,2,3
358462,2,1,2
358465,3,3,2
358467,5,5,4
358479,4,5,5
358481,2,3,4
358504,5,1,2
358522,4,4,4
358534,3,1,2
358537,5,4,4
358539,3,1,1
358543,1,5,4
358545,3,3,3
358551,3,1,1
358578,3,5,5
358596,3,3,4
358613,3,3,4
358645,2,2,2
358661,4,5,5
358667,5,5,5
358674,4,5,4
358677,5,2,2
358681,1,2,2
358682,3,4,3
358700,4,4,5
358718,3,3,3
358724,1,2,2
358740,5,1,1
358742,3,5,5
358744,3,1,1
358745,4,3,3
358748,2,1,1
358751,1,2,3
358757,3,1,2
358774,3,1,1
358779,3,3,2
358796,4,3,3
358800,3,1,1
358835,3,2,2
358848,1,2,1
358869,2,1,1
358871,3,4,4
358882,4,4,3
358883,2,2,2
358884,1,1,1
358887,3,3,2
358897,3,5,5
358945,3,3,3
358951,4,2,2
358969,2,1,1
358976,2,4,4
358989,1,2,1
359002,2,4,3
359020,5,5,4
359022,3,5,5
359026,4,4,5
359030,4,1,2
359033,4,4,4
359062,2,2,2
359079,4,5,5
359081,5,2,3
359098,2,2,1
359099,4,3,2
359101,2,4,3
359124,2,3,5
359151,2,3,4
359166,1,4,3
359169,3,4,4
359178,2,1,1
359179,3,2,2
359188,4,2,2
359202,5,5,5
359209,4,3,3
359211,1,2,2
359228,5,4,4
359232,1,1,2
359242,1,2,2
359280,5,4,5
359298,4,2,1
359312,2,5,4
359322,4,1,1
359335,2,5,5
359337,3,1,1
359346,3,2,1
359383,3,1,1
359412,1,1,2
359437,5,4,5
359441,1,3,4
359469,3,2,3
359480,4,3,4
359481,5,5,5
359497,4,2,2
359502,3,5,5
359508,3,3,2
359510,5,3,3
359513,3,5,5
359528,4,4,2
359547,2,3,4
359558,5,5,5
359591,5,1,3
359618,2,3,5
359622,1,5,5
359635,4,5,5
359644,5,5,5
359669,3,5,5
359677,2,4,3
359686,4,2,2
359689,3,3,3
359700,5,5,5
359705,1,1,1
359754,2,5,5
359777,3,3,4
359787,1,2,2
359794,4,2,3
359796,3,2,1
359830,1,4,3
359832,2,1,1
359842,4,5,4
359852,3,3,2
359861,3,4,2
359873,5,3,5
359874,2,2,2
359878,2,5,5
359884,4,2,3
359885,1,4,5
359892,4,2,1
359899,2,3,5
359910,3,2,3
359912,4,3,4
359923,1,5,5
359961,3,4,5
359969,5,1,2
359999,4,2,1
360000,5,3,3
360028,2,2,3
360030,5,5,5
360049,5,1,3
360051,1,5,5
360055,3,2,3
360110,5,2,2
360115,2,3,1
360120,4,5,5
360121,4,1,1
360126,2,5,5
360135,3,5,4
360183,3,3,3
360190,4,1,2
360211,2,5,5
360225,2,3,4
360238,2,5,5
360244,3,1,1
360260,1,5,5
360270,4,5,5
360275,5,5,5
360278,2,1,1
360287,1,1,3
360294,4,5,5
360297,2,2,2
360316,5,4,4
360319,1,5,5
360340,4,4,3
360348,2,1,2
360358,1,3,3
360362,3,4,3
360377,3,4,4
360380,5,4,4
360413,4,4,4
360422,2,1,1
360427,5,3,2
360433,4,5,4
360444,1,3,1
360476,3,5,5
360481,1,4,5
360534,4,5,5
360592,3,2,2
360598,2,1,2
360606,2,3,4
360632,4,5,5
360633,3,2,3
360642,3,5,5
360643,4,4,5
360650,5,5,5
360665,1,3,4
360676,1,2,3
360679,3,3,4
360690,2,2,2
360691,1,5,5
360703,3,1,1
360728,2,4,3
360735,4,3,2
360776,1,4,3
360792,3,5,5
360803,5,3,3
360818,2,2,4
360835,2,2,2
360842,2,1,4
360872,1,4,5
360876,5,3,2
360883,5,1,2
360905,5,4,4
360952,1,2,2
360953,1,1,4
360980,4,4,2
360981,3,4,4
360982,1,1,1
361008,4,5,5
361018,5,4,5
361055,4,3,3
361056,3,1,1
361067,1,3,3
361081,4,3,3
361083,4,3,3
361089,1,1,1
361090,4,2,2
361121,2,3,3
361136,1,1,3
361137,3,4,4
361139,3,3,4
361166,2,1,1
361172,5,3,3
361180,4,1,2
361193,4,3,3
361223,3,5,5
361248,2,4,5
361259,3,1,1
361262,5,4,5
361269,5,2,3
361278,4,4,5
361286,4,2,3
361288,1,1,1
361301,3,5,5
361330,4,3,3
361362,3,2,4
361378,5,4,4
361397,2,1,1
361421,5,4,5
361433,3,4,4
361435,5,3,4
361461,4,2,2
361482,4,3,3
361486,2,3,2
361559,5,3,3
361597,1,5,5
361603,4,2,2
361624,3,5,5
361634,3,3,3
361665,1,4,4
361712,3,1,2
361714,2,2,2
361723,1,5,5
361727,2,3,4
361735,2,2,1
361778,4,2,1
361785,5,3,3
361793,2,3,3
361800,2,2,4
361814,1,5,5
361821,5,1,2
361862,1,2,2
361911,2,2,2
361916,2,1,1
361930,4,4,4
361939,1,1,1
361941,3,2,2
361971,5,5,5
361986,4,2,4
361997,1,3,3
362050,3,5,4
362073,2,1,1
362104,3,5,5
362110,4,3,4
362111,1,4,4
362155,2,5,4
362207,4,5,5
362208,1,4,5
362209,2,3,3
362237,2,2,2
362238,2,3,2
362267,1,2,1
362273,3,1,1
362275,4,1,1
362279,4,5,5
362280,1,1,1
362293,4,2,2
362309,3,1,1
362338,4,2,3
362344,4,1,3
362364,2,1,1
362392,2,2,3
362393,3,2,1
362425,3,5,5
362472,5,4,4
362487,4,2,2
362488,2,3,2
362491,2,2,3
362503,4,3,4
362513,2,3,2
362519,5,3,2
362527,1,5,4
362529,3,3,4
362546,5,5,5
362548,5,1,1
362581,3,1,1
362590,2,3,3
362623,3,4,4
362648,4,3,3
362654,1,1,1
362665,5,4,4
362672,2,5,4
362678,4,5,5
362684,2,4,3
362696,2,3,4
362698,2,3,2
362699,2,1,2
362709,4,2,2
362760,3,5,5
362774,1,2,1
362775,2,4,3
362786,5,4,5
362796,2,4,3
362829,3,2,3
362836,1,3,4
362866,2,2,4
362867,3,1,1
362870,3,5,5
362872,3,5,5
362896,5,3,3
362932,5,4,5
362956,2,3,2
362959,3,4,4
362961,4,5,4
362980,3,2,2
362986,2,5,4
363006,5,3,2
363024,3,2,1
363027,3,4,5
363028,5,3,2
363052,2,1,3
363074,1,4,2
363076,2,4,3
363089,5,5,5
363090,5,4,4
363101,2,3,4
363108,4,3,3
363116,1,5,5
363141,5,2,3
363157,1,5,5
363160,5,2,2
363197,2,5,4
363200,2,1,1
363206,2,4,4
363219,1,5,5
363222,1,3,3
363227,3,2,3
363230,2,4,3
363233,3,3,3
363235,3,1,2
363257,1,1,2
363259,4,4,5
363266,1,2,2
363267,3,4,5
363269,4,2,1
363274,3,5,5
363283,5,1,1
363300,5,3,1
363309,4,3,4
363328,3,4,4
363339,4,3,3
363345,3,5,5
363347,5,3,3
363355,4,4,4
363361,4,4,2
363369,1,5,5
363386,4,4,3
363413,1,1,1
363414,2,5,5
363439,4,4,3
363446,4,3,3
363460,5,4,4
363466,3,3,2
363467,2,2,1
363502,2,2,2
363510,4,4,4
363527,4,3,1
363535,2,5,5
363560,3,2,1
363578,1,1,1
363592,3,5,5
363607,1,4,4
363626,1,2,2
363628,4,1,1
363635,4,3,3
363647,5,5,4
363656,4,2,1
363665,4,4,4
363669,4,2,3
363682,5,4,4
363685,3,1,1
363690,1,2,3
363696,3,1,4
363697,2,4,3
363700,3,4,4
363708,3,5,5
363742,3,4,4
363766,4,3,2
363767,3,3,4
363769,2,2,2
363789,3,4,5
363790,2,2,2
363830,3,5,4
363836,4,2,2
363841,1,4,3
363849,2,2,2
363858,4,5,5
363863,4,3,3
363887,2,4,4
363888,1,4,5
363925,4,2,1
363941,1,4,4
363946,2,4,2
363961,4,3,3
363964,2,4,3
363968,4,1,1
363992,5,3,5
364002,3,4,1
364004,3,2,2
364006,2,2,3
364017,2,4,3
364035,2,3,2
364048,2,1,2
364050,1,4,5
364052,2,4,4
364058,5,3,4
364079,3,2,2
364083,1,5,4
364103,2,1,1
364107,4,1,2
364114,2,1,3
364133,3,4,3
364143,5,1,3
364175,5,2,1
364207,2,2,2
364226,3,4,4
364233,4,2,2
364240,2,1,1
364241,1,1,2
364245,3,1,1
364252,1,4,3
364260,3,5,5
364273,2,1,1
364282,1,1,1
364325,4,3,3
364347,5,1,2
364369,3,3,2
364397,2,4,3
364404,2,1,3
364414,2,3,3
364439,1,4,2
364478,1,3,3
364484,5,5,4
364493,5,5,5
364515,1,2,1
364526,5,2,2
364534,2,2,2
364543,2,3,2
364548,4,1,1
364559,4,4,3
364614,1,5,5
364617,5,4,4
364650,2,1,1
364660,4,3,2
364679,4,1,1
364682,2,1,2
364695,1,2,1
364696,2,4,4
364707,1,3,3
364717,3,2,3
364722,2,2,2
364742,2,3,3
364744,4,5,5
364758,1,5,5
364778,4,5,5
364785,1,3,3
364796,2,3,2
364805,4,2,2
364815,2,1,1
364817,5,4,4
364821,2,2,1
364822,3,2,1
364831,4,1,1
364841,5,1,3
364866,4,3,3
364874,3,2,2
364928,1,1,1
364941,2,3,3
364954,5,4,4
364963,5,4,5
